id,sentence,num_aspect_terms,aspect_term,at_polarity,intensty_class
35719198#0#3,"The homage to India is most evident in the delectable roti canai appetizer, a fried pancake served with pungent curry dipping sauce, while the mango chicken offers a surprisingly sophisticated, fresh take on sweet-and-sour.",3,"['roti canai appetizer', 'mango chicken', 'fried pancake served with pungent curry dipping sauce']","['positive', 'positive', 'positive']","[2, 2, 2]"
33507331#1177339#1,"It doesn't look like much on the outside, but the minute you walk inside, it's a whole other atmosphere.",2,"['outside', 'atmosphere']","['negative', 'positive']","[-1, 2]"
35693214#539116#0,I have to say the place was awesome.,0,[],[],
32935729#785247#3,The ground chickpea soup we sampled as a starter tasted somewhat thin.,2,"['ground chickpea soup', 'starter']","['negative', 'neutral']","[-1, 0]"
35709141#1107179#3,"We requested they re-slice the sushi, and it was returned to us in small cheese-like cubes.",1,['sushi'],['negative'],[-2]
11351354#412616#1,"The service, however, is a peg or two below the quality of food (horrible bartenders), and the clientele, for the most part, are rowdy, loud-mouthed commuters (this could explain the bad attitudes from the staff) getting loaded for an AC/DC concert or a Knicks game.",5,"['service', 'quality of food', 'bartenders', 'clientele', 'staff']","['negative', 'positive', 'negative', 'negative', 'negative']","[-1, 1, -3, -1, -2]"
11349840#433070#8,"If you're in the neighborhood, definitely stop by for a great meal.",1,['meal'],['positive'],[2]
11349840#433070#7,"Unfortunately, with our show tickets, we didn't have time to sample any desserts.",1,['desserts'],['neutral'],[0]
11313439#692431#1,"The restaurant could use a little paint, but all in all a great sushi place!",0,[],[],
35391416#500259#5,Make more tables- perhaps a rooftop bar?,2,"['tables', 'rooftop bar']","['negative', 'neutral']","[-1, 0]"
32944704#492723#1,"The decoration was feeling like we was on the Cairo, actually the street is part of that adventure.",1,['decoration'],['positive'],[2]
32950007#1320096#2,"Although small, it has beautiful ambience, excellent food (the catfish is delicious - if ya don't mind it a lil salty) and attentive service.",4,"['ambience', 'food', 'catfish', 'service']","['positive', 'positive', 'positive', 'positive']","[2, 3, 2, 1]"
11350033#1264371#3,I didn't go there for food so I can't comment.,1,['food'],['neutral'],[0]
11660930#655010#2,"My friends and I go once a week (minimum, we live in the area) and everytime can't resist walking out ready to burst.",0,[],[],
11660930#655010#4,"Stick to the items the place does best, brisket, ribs, wings, cajun shrimp is good, not great.",4,"['brisket', 'ribs', 'wings', 'cajun shrimp']","['positive', 'positive', 'positive', 'neutral']","[1, 1, 1, 1]"
35509422#0#0,"Hip boutiques and bars on Ludlow add to the artsy, laid-back atmosphere at this Israeli-style takeout and eat-in burger joint.",1,['atmosphere'],['positive'],[2]
35509422#0#1,"Young neighborhood trendies graze at the counter during the day, while chic, art-house drinkers with heavy doses of the munchies pile in late at night.",1,['counter'],['neutral'],[0]
35393632#1591698#0,Bring your date and a bottle of wine!,1,['bottle of wine'],['neutral'],[0]
33009300#626261#6,"Not only is this the best Thai restaurant I have been to, but it also ranks as one of my favorite places to dine.",0,[],[],
11350539#680470#7,Don't be put off by another reviewers extremely negative review.,0,[],[],
35196527#481646#0,"My Chelsea's impressive and creative menu includes modern, Westernized Japanese dishes such as Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few.",7,"['menu', 'Japanese dishes', 'Foie Gras Unagi Napolean', 'Jap style hamburger steak', 'spicy cod roe spaghetti', 'black cod with miso base', 'rack of lamb in black truffle sauce']","['positive', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']","[1, 0, 0, 0, 0, 0, 0]"
35816071#637243#2,"His food is excellent (and not expensive by NYC standards- no entrees over $30, most appetizers $12 to 14).",3,"['food', 'appetizers', 'entrees']","['positive', 'positive', 'positive']","[3, 1, 1]"
11359613#884374#0,The food is consistant and good but how it got name Best Diner In Manhattan is beyond me.,1,['food'],['positive'],[1]
11349840#433070#6,"The pasta primavera was outstanding as well, lots of fresh veggies.",2,"['pasta primavera', 'fresh veggies']","['positive', 'positive']","[2, 1]"
32894267#698671#4,"don't get me wrong - sushi was good, just not fantastic.",1,['sushi'],['positive'],[1]
35693083#822138#1,Being Puerto Rican I know a thing or two about flan and this place serves one of the best (I hope Mom doesn't read this!).,1,['flan'],['positive'],[3]
32927541#579582#0,"Been to the one in Brooklyn for over 25 years, now I dont have to go over the bridge for the best pizza ....Hanx",1,['pizza'],['positive'],[3]
11349536#778388#0,Had dinner here on a Friday and the food was great.,2,"['dinner', 'food']","['neutral', 'positive']","[0, 2]"
35700989#574718#3,"We recently spent New Year's Eve at the restaurant, and had a great experience, from the wine to the dessert menu.",2,"['wine', 'dessert menu']","['positive', 'positive']","[2, 2]"
35709275#573688#2,"Highly recommended...  As stated, I haven't dined *in* the restaurant but stopped by there to pick up takeout and it seems a very relaxing place; also, the bar looks nice.",3,"['place', 'bar', 'takeout']","['positive', 'positive', 'neutral']","[3, 1, 0]"
11351587#1488758#1,"The ambiance was fine, a little loud but still nice and romantic.",1,['ambiance'],['positive'],[1]
33069925#747092#3,"but, the filet mignon was not very good at all cocktail hour includes free appetizers (nice non-sushi selection).",4,"['cocktail hour', 'filet mignon', 'non-sushi selection', 'appetizers']","['positive', 'negative', 'positive', 'positive']","[2, -1, 1, 1, 1]"
11351725#582163#3,It took about 2 1/2 hours to be served our 2 courses.,2,"['courses', 'served']","['neutral', 'negative']","[0, -2]"
11359764#1373169#1,Who said go when the place is quiet during the day?,1,['place'],['neutral'],[0]
35698351#821341#1,Can be a bit busy around peak times because of the size.,1,['size'],['negative'],[-1]
11351360#1704700#0,"I was on jury duty, rode my bike up Centre Street on my lunch break and came across this great little place with awesome chicken tacos and Hibiscus lemonade.",3,"['chicken tacos', 'Hibiscus lemonade', 'place']","['positive', 'positive', 'positive']","[1, 1, 1]"
32894791#1611374#1,good place to hang out during the day after shopping or to grab a simple soup or classic french dish over a glass of wine.,4,"['place', 'soup', 'french dish', 'glass of wine']","['positive', 'neutral', 'neutral', 'neutral']","[1, 0, 0, 0]"
36072604#1106889#4,Very nice touch that very much fits the place.,1,['place'],['positive'],[1]
11350033#1264371#2,"However, there is just something so great about being outdoors, in great landscaping, enjoying a casual drink that makes going to this place worthwhile.",3,"['casual drink', 'outdoors', 'place']","['positive', 'positive', 'positive']","[2, 2, 2]"
11567247#1415594#1,We were seated promptly in close proximity to the dance floor.,1,['dance floor'],['neutral'],[0]
11351521#768768#2,"If you are here as a pre-show meal, hop in a cab and take the extra 10 minutes to go to the uptown location.",1,['pre-show meal'],['neutral'],[0]
11350033#1264371#5,A plus was the good mix of people in their twenties that provided for great eye-candy while I was there.,0,[],[],
11651065#413029#1,"The comments about fried foods is correct (below) but the other dishes, including the lamb entree and many of the salads (avocado shrimp) were quite good.",4,"['fried foods', 'dishes', 'lamb entree', 'salads (avocado shrimp)']","['negative', 'positive', 'positive', 'positive']","[-1, 1, 1, 1]"
11349445#757796#4,It's best to go on a cold night with a close friend or a good book.,0,[],[],
11351816#1162694#2,"Slow service, but when you're hanging around with groups of 10 or 20, who really notices?",1,['service'],['negative'],[-1]
32897564#894393#1,The sauce is excellent (very fresh) with dabs of real mozzarella.,2,"['dabs of real mozzarella', 'sauce']","['neutral', 'positive']","[0, 3]"
11349845#1188496#2,"Don't ever bother - the drinks were awful, but it was the people who work there that really made this the worst experience at dining.",3,"['drinks', 'people', 'dining']","['negative', 'negative', 'negative']","[-3, -3, -3]"
33070305#1312437#5,"The room is a little plain, but it's difficult to make such a small place exciting and I would not suggest that as a reason not to go.",2,"['room', 'place']","['negative', 'negative']","[-1, -1]"
11432842#416795#4,Prices even outside of restaurant week were great.,1,['prices'],['positive'],[2]
35509422#0#2,"A small, outdoor eating area makes for a private, comfortable space to study alone or meet up with friends.",2,"['space', 'outdoor eating area']","['positive', 'positive']","[2, 1]"
32408649#945413#0,Before the place didn't call my attention.,0,[],[],
35670845#1650649#3,"And all the female servers are cute too, which is always nice.",1,['female servers'],['positive'],[2]
35170181#0#5,"The best dessert, a chocolate and peanut butter tart, isn't particularly Hawaiian, but it's a small world when it comes to sweets.",3,"['dessert', 'chocolate and peanut butter tart', 'sweets']","['positive', 'positive', 'neutral']","[3, 1, 0]"
11359619#487952#7,"for an appetizer, their calamari is a winner.",2,"['appetizer', 'calamari']","['neutral', 'positive']","[0, 2]"
32464595#574909#1,Satay is one of those favorite haunts on Washington where the service and food is always on the money.,2,"['service', 'food']","['positive', 'positive']","[1, 1]"
11349536#778388#2,After dinner I heard music playing and discovered that there is a lounge downstairs.,3,"['dinner', 'music', 'lounge']","['neutral', 'neutral', 'neutral']","[0, 0, 0]"
32408649#945413#1,"But now that it's under new ownership and has been renovated, it looks great.",0,[],[],
35816071#637243#3,"The room is a gorgeous, bi-level space and the long bar perfect for a drink.",4,"['room', 'bi-level space', 'long bar', 'drink']","['positive', 'positive', 'positive', 'neutral']","[1, 1, 2, 0]"
35390182#756337#2,Now we moved out of the state and every visit to NYC includes a stop here.,0,[],[],
11350142#1253117#2,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",3,"['appetizer selection', 'mozzarella sticks', 'menu']","['negative', 'neutral', 'negative']","[-1, 0, -1]"
11464511#471981#2,I don't remember what we had; nothing was memorable.,0,[],[],
11351587#1488758#3,It is bland and nothing extrodinary.,0,[],[],
32950061#1264345#3,I was especially impressed during the bday party when the waitstaff went above and beyond in helping me decorate and bring out a bday cake as well as offering prompt and friendly service to a 15 person party.,2,"['waitstaff', 'service']","['positive', 'positive']","[2, 2]"
32935729#785247#4,The chicken and falafel platters were nondescript combinations with fresh leaf salad.,2,"['chicken and falafel platters', 'fresh leaf salad']","['neutral', 'neutral']","[0, 0]"
11359618#788741#0,"Every time I visit NYC, I come here.",0,[],[],
35160930#774531#0,"I've been coming here regularly since it opened, about 2 years ago.",0,[],[],
33085669#409731#2,"The atmosphere takes you to that place, the place many dream of.",1,['atmosphere'],['positive'],[3]
11351628#404492#8,"several times and put up with the waiters' bad manners, knowing that their job isn't easy.",1,['waiters'],['negative'],[-2]
11464511#471981#1,We were seated next to a couple whose kitchen was being renovated and we agreed since we're all foodies who eat out a lot - that this wasn't a place we'd return to.,0,[],[],
32899282#556036#1,They are served on Focacchia bread and are to die for.,2,"['served', 'Focacchia bread']","['neutral', 'neutral']","[0, 0]"
32894966#1727613#3,"While the smoothies are a little big for me, the fresh juices are the best I have ever had!",2,"['smoothies', 'fresh juices']","['negative', 'positive']","[-1, 3]"
11313290#1139539#1,"The new menu has a few creative items,they were smart enough to keep some of the old favorites (but they raised the prices), the staff is friendly most of the time, but I must agree with the person that wrote about their favorite words: No, can't, sorry..., boy, they won't bend the rules for anyone.",3,"['prices', 'staff', 'new menu']","['negative', 'conflict', 'positive']","[-2, 0, 1]"
33061445#591371#0,It' only open for lunch but the food is so good!,2,"['lunch', 'food']","['neutral', 'positive']","[0, 1]"
33070383#592089#1,If you like seafood and/or Greek food you will love this place though it is not limited to just these things.,2,"['seafood', 'Greek food']","['positive', 'positive']","[2, 2]"
35668286#0#2,"The menu includes pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as vegetarians.",6,"['menu', 'burgers', 'steaks', 'shepherds pie', 'portabella lasagna', 'pub fare']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']","[0, 0, 0, 0, 0, 0]"
35714274#1076679#1,How can they survive serving mediocre food at exorbitant prices?!,2,"['food', 'prices']","['neutral', 'negative']","[0, -2]"
11351725#582163#2,The food was mediocre and the service was severely slow.,2,"['service', 'food']","['negative', 'neutral']","[-3, 0]"
33060905#1138585#4,i have eaten here on a different occasion - the food is mediocre for the prices.,2,"['food', 'prices']","['neutral', 'negative']","[0, -1]"
35695422#1464305#5,I'm looking forward to going back soon and eventually trying most everything on the menu!,1,['menu'],['positive'],[3]
36220672#1714981#0,I just had my first visit to this place and can't wait to go back and slowly work my way through the menu.,1,['menu'],['neutral'],[0]
33068909#1189415#4,I asked repeatedly what the status of the meal was and was pretty much grunted at by the unbelievably rude waiter.,2,"['waiter', 'meal']","['negative', 'neutral']","[-2, 0]"
33067279#1612676#0,I stopped by for some brunch today and had the vegan cranberry pancakes and some rice milk.,3,"['brunch', 'vegan cranberry pancakes', 'rice milk']","['neutral', 'neutral', 'neutral']","[0, 0, 0]"
33059931#926509#3,"Weekends can get crowded, but still highly recommended.",0,[],[],
33061445#591371#2,It gets very crowded so I would suggest that you get their early.,0,[],[],
35709451#1061726#3,Sweet Irish bartender is always happy and able to bring a smile to my friends a my face.,1,['bartender'],['positive'],[2]
15069510#648179#5,I always find myself sitting next to someone in the theatre industry- interesting to hear ideas hashed out while having a quick bite to eat.,0,[],[],
32443281#959917#4,Its good to go there for drinks if you don't want to get drunk because you'll be lucky if you can get one drink an hour the service is so bad.,3,"['service', 'drink', 'drinks']","['negative', 'neutral', 'neutral']","[-2, 0, 0]"
11661949#1709112#8,"Anyway, the owner was fake.",1,['owner'],['negative'],[-2]
35698240#574381#2,Owner is pleasant and entertaining.,1,['Owner'],['positive'],[2]
11350390#802808#3,"I have never in my life sent back food before, but I simply had to, and the waiter argued with me over this.",2,"['food', 'waiter']","['negative', 'negative']","[-3, -2]"
11482070#503858#3,"Although the restaurant itself is nice, I prefer not to go for the food.",1,['food'],['negative'],[-2]
11351628#404492#3,"Creamy appetizers--taramasalata, eggplant salad, and Greek yogurt (with cuccumber, dill, and garlic) taste excellent when on warm pitas.",5,"['Creamy appetizers', 'warm pitas', 'taramasalata', 'eggplant salad', 'Greek yogurt (with cuccumber, dill, and garlic)']","['positive', 'neutral', 'positive', 'positive', 'positive']","[1, 0, 2, 2, 2]"
